크롤링 우선순위 리스트
====================
생성일시: 2025. 7. 21. 오전 12:07:33
총 대상 단지: 19868개

순위	점수	우선순위	거래량	단지명	위치
12363	26.4	4	  10	주성아우라	동대문구 이문동
12364	26.4	4	  10	청명에버아트3차	동대문구 장안동
12365	26.4	4	  10	용진스타티스	동래구 온천동
12366	26.4	4	  10	롯데관악타워	동작구 신대방동
12367	26.4	4	  10	삼라마이다스	미추홀구 도화동
12368	26.4	4	  10	대준블루온101동	미추홀구 숭의동
12369	26.4	4	  10	진성	부산진구 가야동
12370	26.4	4	  10	수정캐슬	부산진구 양정동
12371	26.4	4	  10	한성시티빌	부산진구 전포동
12372	26.4	4	  10	주영팰리스Ⅱ	부평구 부개동
12373	26.4	4	  10	남송	부평구 부평동
12374	26.4	4	  10	우방타운2	북구 태전동
12375	26.4	4	  10	금잔디	사상구 덕포동
12376	26.4	4	  10	신익	사하구 괴정동
12377	26.4	4	  10	화천승학	사하구 당리동
12378	26.4	4	  10	조일센토빌	사하구 하단동
12379	26.4	4	  10	진흥목화	서구 동대신동1가
12380	26.4	4	  10	DH씨밀레	서구 석남동
12381	26.4	4	  10	복음맨션	서구 용문동
12382	26.4	4	  10	광산	서대문구 홍제동
12383	26.4	4	  10	SK리더스뷰(파스텔시티)	서초구 방배동
12384	26.4	4	  10	한양수자인	성북구 동선동4가
12385	26.4	4	  10	대동아파트	성북구 정릉동
12386	26.4	4	  10	화성고려파크뷰	수성구 황금동
12387	26.4	4	  10	봉황맨션	수영구 광안동
12388	26.4	4	  10	오투힐	양천구 신월동
12389	26.4	4	  10	위드프리상뜨	연수구 송도동
12390	26.4	4	  10	에이젠아파트	연제구 연산동
12391	26.4	4	  10	그린팰리스	영도구 대교동2가
12392	26.4	4	  10	대룡파크맨션	영도구 청학동
12393	26.4	4	  10	혜광마린팰리스	영도구 청학동
12394	26.4	4	  10	문영칸타빌레	영등포구 대림동
12395	26.4	4	  10	한신휴1차	영등포구 대림동
12396	26.4	4	  10	언양올림푸스	울주군 삼남읍 교동리
12397	26.4	4	  10	삼아101동	울주군 삼남읍 방기리
12398	26.4	4	  10	강산리더스타운2단지	울주군 온산읍 덕신리
12399	26.4	4	  10	삼익(217-9)	은평구 불광동
12400	26.4	4	  10	선경뉴빌APT	중구 대창동1가
12401	26.4	4	  10	정다운	중구 산성동
12402	26.4	4	  10	우진	중구 우정동
12403	26.4	4	  10	삼풍	중구 회현동1가
12404	26.4	4	  10	극동	중랑구 중화동
12405	26.4	4	   9	강동밀레니얼중흥S-클래스	강동구 천호동
12406	26.4	4	   9	두보아파트	강서구 등촌동
12407	26.4	4	   9	염창힐스테이트	강서구 염창동
12408	26.4	4	   9	길성그랑프리텔	강서구 화곡동
12409	26.4	4	   9	첨단AM-City	광산구 월계동
12410	26.4	4	   9	아크로리버	광진구 구의동
12411	26.4	4	   9	대성	구로구 구로동
12412	26.4	4	   9	구서다움	금정구 구서동
12413	26.4	4	   9	창신	금정구 구서동
12414	26.4	4	   9	문화파크	금정구 금사동
12415	26.4	4	   9	동환라온제나기장	기장군 기장읍 대라리
12416	26.4	4	   9	경남팰리스	남구 달동
12417	26.4	4	   9	린다비스타	남구 대연동
12418	26.4	4	   9	한도봉덕맨션	남구 봉덕동
12419	26.4	4	   9	행운파크	남구 신정동
12420	26.4	4	   9	대공원한라	남구 옥동
12421	26.4	4	   9	동림빌라(B)	남구 용호동
12422	26.4	4	   9	이정팰리스	남구 용호동
12423	26.4	4	   9	푸르미르	남구 용호동
12424	26.4	4	   9	대원(54-22)	남구 주월동
12425	26.4	4	   9	더웰노블레스	남동구 간석동
12426	26.4	4	   9	동암	남동구 간석동
12427	26.4	4	   9	복음	남동구 간석동
12428	26.4	4	   9	지앤수	남동구 구월동
12429	26.4	4	   9	로뎀아파트	달서구 진천동
12430	26.4	4	   9	대일	대덕구 와동
12431	26.4	4	   9	한밭빌라	동구 가양동
12432	26.4	4	   9	방촌현대	동구 방촌동
12433	26.4	4	   9	로얄이스트2차	동구 신암동
12434	26.4	4	   9	(63-21)	동구 용전동
12435	26.4	4	   9	대성로얄타운	동구 전하동
12436	26.4	4	   9	신동아파밀리에2단지	동구 홍도동
12437	26.4	4	   9	청솔아파트(A동)	동대문구 장안동
12438	26.4	4	   9	진성	동래구 사직동
12439	26.4	4	   9	케이에이치마이우스	동래구 온천동
12440	26.4	4	   9	참존1차(419-3)	마포구 망원동
12441	26.4	4	   9	아이홈아파트	미추홀구 도화동
12442	26.4	4	   9	선우	미추홀구 용현동
12443	26.4	4	   9	세중(395-6)	미추홀구 주안동
12444	26.4	4	   9	더샵골드5	부산진구 양정동
12445	26.4	4	   9	양정해광빌리지	부산진구 양정동
12446	26.4	4	   9	화신거화2	부산진구 전포동
12447	26.4	4	   9	TJ미다스뷰1차	부평구 부평동
12448	26.4	4	   9	대경이즈뷰	부평구 부평동
12449	26.4	4	   9	무궁화(337-2)	북구 덕천동
12450	26.4	4	   9	산격에덴4	북구 산격동
12451	26.4	4	   9	엄궁로얄화교아파트	사상구 엄궁동
12452	26.4	4	   9	국제	사하구 괴정동
12453	26.4	4	   9	지구미가로	서구 가좌동
12454	26.4	4	   9	문화	서구 남부민동
12455	26.4	4	   9	새한2차한진주택	서구 변동
12456	26.4	4	   9	상무	서구 쌍촌동
12457	26.4	4	   9	연대JK	서대문구 창천동
12458	26.4	4	   9	세한숲속마을	서대문구 홍은동
12459	26.4	4	   9	프리우스	서초구 방배동
12460	26.4	4	   9	서초금호어울림	서초구 서초동
12461	26.4	4	   9	쌍용스윗닷홈2차	송파구 거여동
12462	26.4	4	   9	현대타워	송파구 신천동
12463	26.4	4	   9	대아(제101상가동)	송파구 풍납동
12464	26.4	4	   9	남천파크	수영구 남천동
12465	26.4	4	   9	동방로얄	수영구 망미동
12466	26.4	4	   9	궁전	양천구 신월동
12467	26.4	4	   9	세영	연제구 연산동
12468	26.4	4	   9	세명그린파크	울주군 언양읍 반천리
12469	26.4	4	   9	나이스홈	은평구 대조동
12470	26.4	4	   9	예가크레시아	은평구 대조동
12471	26.4	4	   9	대주파크빌	은평구 신사동
12472	26.4	4	   9	상림마을7단지아이파크(713~718동)BL1-11	은평구 진관동
12473	26.4	4	   9	천지강변102동	중구 반구동
12474	26.4	4	   9	창조	중구 부사동
12475	26.4	4	   9	성경	중구 약사동
12476	26.4	4	   9	골드캐슬Ⅲ	중구 황학동
12477	26.4	4	   9	에이스스카이뷰	해운대구 송정동
12478	26.4	4	   9	이담채	해운대구 송정동
12479	26.4	4	   9	한영아르미안	해운대구 중동
12480	26.3	4	   8	에스엠해그린	강동구 명일동
12481	26.3	4	   8	선광	강동구 성내동
12482	26.3	4	   8	우정에쉐르(101동)	강동구 천호동
12483	26.3	4	   8	하이브2	강동구 천호동
12484	26.3	4	   8	신일해피트리	강북구 미아동
12485	26.3	4	   8	심미에셈빌	강서구 등촌동
12486	26.3	4	   8	강서센트레빌3차	강서구 방화동
12487	26.3	4	   8	개화산경남아너스빌	강서구 방화동
12488	26.3	4	   8	방화동2차태승훼미리	강서구 방화동
12489	26.3	4	   8	벨라팰리스	강서구 화곡동
12490	26.3	4	   8	프라임하우스(916-5)	강서구 화곡동
12491	26.3	4	   8	백조	계양구 작전동
12492	26.3	4	   8	우진체리쉬	구로구 구로동
12493	26.3	4	   8	우남푸르미아	구로구 궁동
12494	26.3	4	   8	대명하이츠3차	금정구 남산동
12495	26.3	4	   8	용진노블레스	금정구 장전동
12496	26.3	4	   8	진도1차	금천구 독산동
12497	26.3	4	   8	전원그린맨션A	기장군 기장읍 교리
12498	26.3	4	   8	경북	남구 대명동
12499	26.3	4	   8	골든뷰파크	남구 대명동
12500	26.3	4	   8	나나바루아(101동)	남구 대명동
12501	26.3	4	   8	대림	남구 문현동
12502	26.3	4	   8	동천맨션	남구 문현동
12503	26.3	4	   8	대흥	남구 신정동
12504	26.3	4	   8	대흥맨션	남구 신정동
12505	26.3	4	   8	보라맨션	남구 신정동
12506	26.3	4	   8	신승바이올렛	남동구 간석동
12507	26.3	4	   8	더클래스Ⅱ-A동	남동구 구월동
12508	26.3	4	   8	아주정광	남동구 구월동
12509	26.3	4	   8	대일	달서구 본리동
12510	26.3	4	   8	성인	달서구 성당동
12511	26.3	4	   8	신도봉	도봉구 도봉동
12512	26.3	4	   8	쌍문동LG트윈빌2	도봉구 쌍문동
12513	26.3	4	   8	동촌미소타운104동	동구 검사동
12514	26.3	4	   8	대길이룸	동구 방어동
12515	26.3	4	   8	명성빌라트	동구 방어동
12516	26.3	4	   8	선진지오드림-1	동구 방어동
12517	26.3	4	   8	광산	동구 신천동
12518	26.3	4	   8	시온리버빌	동구 일산동
12519	26.3	4	   8	대성A	동구 전하동
12520	26.3	4	   8	금샘하이클래스	동래구 사직동
12521	26.3	4	   8	새동래2마동	동래구 수안동
12522	26.3	4	   8	펭귄	동작구 신대방동
12523	26.3	4	   8	대상4	마포구 망원동
12524	26.3	4	   8	대원	마포구 성산동
12525	26.3	4	   8	BS리치뷰	미추홀구 숭의동
12526	26.3	4	   8	한우리	미추홀구 숭의동
12527	26.3	4	   8	행복캐슬102동	미추홀구 숭의동
12528	26.3	4	   8	동국에버리치	부산진구 양정동
12529	26.3	4	   8	부원맨션	부산진구 양정동
12530	26.3	4	   8	금광예다움	부산진구 연지동
12531	26.3	4	   8	삼보	부평구 부평동
12532	26.3	4	   8	플러스타워	부평구 부평동
12533	26.3	4	   8	현대캐슬	부평구 부평동
12534	26.3	4	   8	부광맨션	북구 구포동
12535	26.3	4	   8	삼일펠리체	북구 노원동1가
12536	26.3	4	   8	덕산	북구 두암동
12537	26.3	4	   8	아이더블유타워	사상구 괘법동
12538	26.3	4	   8	대양그린힐	사하구 괴정동
12539	26.3	4	   8	대티은하	사하구 괴정동
12540	26.3	4	   8	에코펠리스	사하구 괴정동
12541	26.3	4	   8	영승두루미	서구 괴정동
12542	26.3	4	   8	무등맨션	서구 농성동
12543	26.3	4	   8	삼창맨션	서구 도마동
12544	26.3	4	   8	서래아르드빌	서초구 반포동
12545	26.3	4	   8	방배신동아럭스빌	서초구 방배동
12546	26.3	4	   8	롯데캐슬메디치	서초구 서초동
12547	26.3	4	   8	상지리츠빌(10)	서초구 서초동
12548	26.3	4	   8	YM프라젠	성동구 용답동
12549	26.3	4	   8	피오레	성북구 정릉동
12550	26.3	4	   8	선경(127)	성북구 종암동
12551	26.3	4	   8	트윈레이크팰리스빌	송파구 송파동
12552	26.3	4	   8	만촌화성파크드림2	수성구 만촌동
12553	26.3	4	   8	성우스카이뷰	수영구 광안동
12554	26.3	4	   8	신한백조	수영구 망미동
12555	26.3	4	   8	영미(나동)	수영구 망미동
12556	26.3	4	   8	해마루아파트	수영구 수영동
12557	26.3	4	   8	세제뉴타운	양천구 신월동
12558	26.3	4	   8	수명산태승훼미리	양천구 신월동
12559	26.3	4	   8	성우로하스캐슬	연제구 연산동
12560	26.3	4	   8	영선무궁화맨션	영도구 영선동3가
12561	26.3	4	   8	반도유보라	영등포구 당산동5가
12562	26.3	4	   8	용산파크뷰(46-3)	용산구 원효로1가
12563	26.3	4	   8	아스테리움용산	용산구 한강로2가
12564	26.3	4	   8	태성1	용산구 한남동
12565	26.3	4	   8	파르크한남	용산구 한남동
12566	26.3	4	   8	태봉맨션	울주군 언양읍 동부리
12567	26.3	4	   8	더블리안	울주군 온양읍 대안리
12568	26.3	4	   8	더.포엠1	유성구 도룡동
12569	26.3	4	   8	구산그린빌	은평구 구산동
12570	26.3	4	   8	제이타워	은평구 불광동
12571	26.3	4	   8	미랜드	은평구 역촌동
12572	26.3	4	   8	자선메르시안(162-18)	은평구 증산동
12573	26.3	4	   8	세한프리빌3차	중구 반구동
12574	26.3	4	   8	보수동봄여름가을겨울	중구 보수동2가
12575	26.3	4	   8	로얄스카이캐슬	중구 부평동4가
12576	26.3	4	   8	선화동나이스타운	중구 선화동
12577	26.3	4	   8	신안골든빌	중구 성안동
12578	26.3	4	   8	우송팰리스	중구 학성동
12579	26.3	4	   8	문수해오름	중랑구 망우동
12580	26.3	4	   8	백림금호	중랑구 망우동
12581	26.3	4	   8	건원베스트원	중랑구 면목동
12582	26.3	4	   8	대산	해운대구 반여동
12583	26.3	4	   8	현대4	해운대구 반여동
12584	26.3	4	   8	서해재송	해운대구 재송동
12585	26.3	4	   7	동남드림빌	강동구 성내동
12586	26.3	4	   7	파라디아	강동구 성내동
12587	26.3	4	   7	한솔애리즈1	강동구 성내동
12588	26.3	4	   7	수명산태송팰리채	강서구 내발산동
12589	26.3	4	   7	지엠벨리	강서구 등촌동
12590	26.3	4	   7	태승훼미리4차	강서구 방화동
12591	26.3	4	   7	풍원팰리스	강서구 화곡동
12592	26.3	4	   7	LIG5차	관악구 신림동
12593	26.3	4	   7	성원	구로구 고척동
12594	26.3	4	   7	(777-3)두암호은리버빌	구로구 구로동
12595	26.3	4	   7	한신휴플러스(1280-1)	구로구 구로동
12596	26.3	4	   7	남도그린파크	금정구 남산동
12597	26.3	4	   7	남산그린	금정구 남산동
12598	26.3	4	   7	해성비발디	금정구 남산동
12599	26.3	4	   7	G밸리페트라힐스	금천구 가산동
12600	26.3	4	   7	한빛무궁화101동	금천구 시흥동
12601	26.3	4	   7	베로나	기장군 기장읍 대라리
12602	26.3	4	   7	선아베스트빌	기장군 기장읍 동부리
12603	26.3	4	   7	천지	남구 달동
12604	26.3	4	   7	경일맨션	남구 대명동
12605	26.3	4	   7	신복리치힐	남구 무거동
12606	26.3	4	   7	대성문문현퀸즈더블유101	남구 문현동
12607	26.3	4	   7	로얄맨션	남구 신정동
12608	26.3	4	   7	세영시티타워	남구 신정동
12609	26.3	4	   7	수앤에스	남구 신정동
12610	26.3	4	   7	한라전원	남구 야음동
12611	26.3	4	   7	성북맨션	노원구 월계동
12612	26.3	4	   7	유원	노원구 월계동
12613	26.3	4	   7	선빌파크타운	달서구 두류동
12614	26.3	4	   7	삼호맨션	달서구 성당동
12615	26.3	4	   7	센터리움	달서구 송현동
12616	26.3	4	   7	월배역우인그레이스	달서구 진천동
12617	26.3	4	   7	월송(나동)	달서구 진천동
12618	26.3	4	   7	서광	도봉구 도봉동
12619	26.3	4	   7	이에스에이아파트3	도봉구 방학동
12620	26.3	4	   7	오션빌리지9차B	동구 방어동
12621	26.3	4	   7	코엔스오션빌리지6차	동구 방어동
12622	26.3	4	   7	고운하이츠(21-3)	동구 수기동
12623	26.3	4	   7	협성파크	동구 수정동
12624	26.3	4	   7	정우6차센트럴빌	동구 화정동
12625	26.3	4	   7	청솔아파트(B동)	동대문구 장안동
12626	26.3	4	   7	형인허브빌아파트301동	동대문구 장안동
12627	26.3	4	   7	백산1	동래구 사직동
12628	26.3	4	   7	상우다솜	동래구 사직동
12629	26.3	4	   7	중앙하이츠101동	마포구 창전동
12630	26.3	4	   7	장미(466-0)	마포구 합정동
12631	26.3	4	   7	제국칸스빌	미추홀구 도화동
12632	26.3	4	   7	광명9	미추홀구 주안동
12633	26.3	4	   7	삼우	미추홀구 주안동
12634	26.3	4	   7	한울트라움아파트	부산진구 당감동
12635	26.3	4	   7	삼성비치타운	부산진구 부전동
12636	26.3	4	   7	에스엔디파인빌	부산진구 부전동
12637	26.3	4	   7	더샵골드6	부산진구 전포동
12638	26.3	4	   7	초읍우신(269-8)	부산진구 초읍동
12639	26.3	4	   7	금강캐슬	부평구 부평동
12640	26.3	4	   7	메이져뷰	부평구 부평동
12641	26.3	4	   7	성지위너스타운104동(409-32)	부평구 부평동
12642	26.3	4	   7	센트럴아파트	부평구 부평동
12643	26.3	4	   7	지오	부평구 부평동
12644	26.3	4	   7	대광아파트	북구 오치동
12645	26.3	4	   7	삼익맨션	북구 침산동
12646	26.3	4	   7	화원레샹스	사하구 괴정동
12647	26.3	4	   7	M타워	사하구 하단동
12648	26.3	4	   7	호성에이스빌	사하구 하단동
12649	26.3	4	   7	오륜B동	서구 공촌동
12650	26.3	4	   7	평화맨션	서구 농성동
12651	26.3	4	   7	라임해피트리1차	서구 용문동
12652	26.3	4	   7	서대구역서한이다음더퍼스트	서구 평리동
12653	26.3	4	   7	방배서리풀힐스	서초구 방배동
12654	26.3	4	   7	한신휴플러스	서초구 방배동
12655	26.3	4	   7	쌍용스윗닷홈(105동)	송파구 가락동
12656	26.3	4	   7	마천금호어울림1차아파트	송파구 마천동
12657	26.3	4	   7	갑을	송파구 풍납동
12658	26.3	4	   7	송파해모로아파트	송파구 풍납동
12659	26.3	4	   7	가든하이츠2	수성구 황금동
12660	26.3	4	   7	스테이빌	수영구 광안동
12661	26.3	4	   7	진흥목화	수영구 남천동
12662	26.3	4	   7	동림	수영구 망미동
12663	26.3	4	   7	신익탑스빌	수영구 수영동
12664	26.3	4	   7	정은스카이빌(959)	양천구 목동
12665	26.3	4	   7	신월2차미소지움	양천구 신월동
12666	26.3	4	   7	한신	연제구 거제동
12667	26.3	4	   7	남산두맨션	연제구 연산동
12668	26.3	4	   7	송파지오스4	연제구 연산동
12669	26.3	4	   7	청마파크	연제구 연산동
12670	26.3	4	   7	시영(1동)	영도구 봉래동5가
12671	26.3	4	   7	영선1동	영도구 영선동4가
12672	26.3	4	   7	THESILK	영등포구 당산동
12673	26.3	4	   7	온누리	영등포구 대림동
12674	26.3	4	   7	동호그린코아	울주군 상북면 궁근정리
12675	26.3	4	   7	영화노블레스아파트	은평구 대조동
12676	26.3	4	   7	주주베B	은평구 대조동
12677	26.3	4	   7	센타폴리스	은평구 역촌동
12678	26.3	4	   7	상림마을7단지아이파크(709~712동)BL1-10	은평구 진관동
12679	26.3	4	   7	부암스카이뷰	종로구 부암동
12680	26.3	4	   7	도시그린빌라	종로구 숭인동
12681	26.3	4	   7	벽산블루밍평창힐스	종로구 평창동
12682	26.3	4	   7	보문	중구 대사동
12683	26.3	4	   7	동산그린3차	중구 반구동
12684	26.3	4	   7	세림맨션	중구 선화동
12685	26.3	4	   7	에이스퀘어	중구 선화동
12686	26.3	4	   7	오블리제	중구 성안동
12687	26.3	4	   7	현암에버드림	중구 유천동
12688	26.3	4	   7	한일써너스빌리젠시2단지	중랑구 망우동
12689	26.3	4	   7	일신강변	중랑구 면목동
12690	26.3	4	   7	동일스카이시티101동	중랑구 상봉동
12691	26.3	4	   7	아림비치	해운대구 우동
12692	26.3	4	   7	센텀시티더블유	해운대구 재송동
12693	26.3	4	   7	경원프라우드빌	해운대구 좌동
12694	26.3	4	   7	대림맨션	해운대구 중동
12695	26.3	4	   6	예도팔라티움	강북구 수유동
12696	26.3	4	   6	형인휴아름	강북구 수유동
12697	26.3	4	   6	다인플레움	강북구 우이동
12698	26.3	4	   6	가양1차보람더하임	강서구 가양동
12699	26.3	4	   6	신세계(697-5)	강서구 내발산동
12700	26.3	4	   6	천우네오젠5차	강서구 내발산동
12701	26.3	4	   6	SPACE(920-5)	강서구 화곡동
12702	26.3	4	   6	도양라비앙아파트	강서구 화곡동
12703	26.3	4	   6	산내들	강서구 화곡동
12704	26.3	4	   6	우림루미아트아파트	강서구 화곡동
12705	26.3	4	   6	대신	계양구 작전동
12706	26.3	4	   6	관악태우미소가	관악구 봉천동
12707	26.3	4	   6	신성새실마을103동	관악구 봉천동
12708	26.3	4	   6	청화	관악구 신림동
12709	26.3	4	   6	명성	광진구 자양동
12710	26.3	4	   6	더헤리츠	구로구 고척동
12711	26.3	4	   6	신도림2차푸르지오	구로구 신도림동
12712	26.3	4	   6	리치안풍산	구로구 온수동
12713	26.3	4	   6	천왕이펜하우스5단지	구로구 천왕동
12714	26.3	4	   6	산호	금정구 구서동
12715	26.3	4	   6	동보6차	금정구 남산동
12716	26.3	4	   6	샘하이츠	금정구 남산동
12717	26.3	4	   6	우남카사벨라	금정구 남산동
12718	26.3	4	   6	설악솔내음	금천구 독산동
12719	26.3	4	   6	부림빌라(31-87)	남구 문현동
12720	26.3	4	   6	한솔아트빌	남구 선암동
12721	26.3	4	   6	세한신정프리빌Ⅱ	남구 신정동
12722	26.3	4	   6	제니스타워	남구 신정동
12723	26.3	4	   6	도담	남동구 간석동
12724	26.3	4	   6	우성꾸메마을II	남동구 간석동
12725	26.3	4	   6	하늘지움2차	남동구 구월동
12726	26.3	4	   6	청우씨티아파트	노원구 공릉동
12727	26.3	4	   6	건양노블레스빌	노원구 월계동
12728	26.3	4	   6	대운팔레스	달서구 본동
12729	26.3	4	   6	대신빌라	대덕구 석봉동
12730	26.3	4	   6	우영	도봉구 도봉동
12731	26.3	4	   6	금성파크A동	도봉구 창동
12732	26.3	4	   6	새로움아파트	도봉구 창동
12733	26.3	4	   6	평화맨션	동구 가양동
12734	26.3	4	   6	우남(165-20)	동구 신암동
12735	26.3	4	   6	유선아덴힐즈	동구 입석동
12736	26.3	4	   6	학동대주피오레	동구 학동
12737	26.3	4	   6	초원(나)	동구 효목동
12738	26.3	4	   6	이문동웰츠타워	동대문구 이문동
12739	26.3	4	   6	금강아미움	동대문구 장안동
12740	26.3	4	   6	봉황맨션A	동래구 명장동
12741	26.3	4	   6	아이뷰파크	동래구 명장동
12742	26.3	4	   6	대토	동래구 수안동
12743	26.3	4	   6	골드타워	동래구 안락동
12744	26.3	4	   6	안락지음	동래구 안락동
12745	26.3	4	   6	청운아파트	동작구 상도동
12746	26.3	4	   6	신촌다올노블리움	마포구 노고산동
12747	26.3	4	   6	한아름아파트101동	미추홀구 숭의동
12748	26.3	4	   6	대경이즈뷰	미추홀구 주안동
12749	26.3	4	   6	제이카운티	미추홀구 주안동
12750	26.3	4	   6	삼익9동	부산진구 당감동
12751	26.3	4	   6	대동레미안센트럴시티	부산진구 부전동
12752	26.3	4	   6	영림	부평구 부개동
12753	26.3	4	   6	TJ미다스뷰	부평구 부평동
12754	26.3	4	   6	마린타워	부평구 부평동
12755	26.3	4	   6	반석아인스힐2동	부평구 부평동
12756	26.3	4	   6	베네스트수	부평구 부평동
12757	26.3	4	   6	삼성캐슬	부평구 부평동
12758	26.3	4	   6	우리드란	부평구 부평동
12759	26.3	4	   6	이안애비뉴2차	부평구 부평동
12760	26.3	4	   6	태강	부평구 부평동
12761	26.3	4	   6	필하우스	부평구 부평동
12762	26.3	4	   6	힐캐슬	부평구 부평동
12763	26.3	4	   6	무궁화(581-2)	북구 두암동
12764	26.3	4	   6	창조센추리	사상구 주례동
12765	26.3	4	   6	우성로얄캐슬	사하구 다대동
12766	26.3	4	   6	리버포레(B동)	사하구 하단동
12767	26.3	4	   6	덕산	서구 동대신동3가
12768	26.3	4	   6	비산아뜨리움	서구 비산동
12769	26.3	4	   6	대신타워펠리스	서구 서대신동1가
12770	26.3	4	   6	미소드림	서구 서대신동1가
12771	26.3	4	   6	자유	서구 서대신동2가
12772	26.3	4	   6	궁전	서구 석남동
12773	26.3	4	   6	전원	서구 석남동
12774	26.3	4	   6	트윈팰리스102동	서구 석남동
12775	26.3	4	   6	삼경맨션	서구 암남동
12776	26.3	4	   6	우민B	서대문구 북아현동
12777	26.3	4	   6	대성유니드	서초구 반포동
12778	26.3	4	   6	강남태영데시앙루브	서초구 서초동
12779	26.3	4	   6	롯데캐슬쥬피터	서초구 서초동
12780	26.3	4	   6	삼환바우스	서초구 서초동
12781	26.3	4	   6	지에스타워	서초구 서초동
12782	26.3	4	   6	더-클라스(402-8)	서초구 양재동
12783	26.3	4	   6	장원	성동구 마장동
12784	26.3	4	   6	서라벌	성북구 돈암동
12785	26.3	4	   6	샤인힐	성북구 동소문동7가
12786	26.3	4	   6	대원아파트	성북구 정릉동
12787	26.3	4	   6	그린아파트	송파구 가락동
12788	26.3	4	   6	에비뉴잠실	송파구 방이동
12789	26.3	4	   6	여흥레이크빌	송파구 송파동
12790	26.3	4	   6	명성화인캐슬	송파구 오금동
12791	26.3	4	   6	한흥아트빌	수성구 만촌동
12792	26.3	4	   6	경남리버파크	수성구 파동
12793	26.3	4	   6	성남	수영구 광안동
12794	26.3	4	   6	백산	수영구 남천동
12795	26.3	4	   6	극동아파트	수영구 민락동
12796	26.3	4	   6	온누리베일리	양천구 신월동
12797	26.3	4	   6	장수마을	양천구 신월동
12798	26.3	4	   6	해피모아빌	연제구 연산동
12799	26.3	4	   6	하나타운	영도구 남항동1가
12800	26.3	4	   6	웰리안아파트	영도구 대교동2가
12801	26.3	4	   6	청성아트(33-5)	영도구 영선동1가
12802	26.3	4	   6	휴브리지빌딩	영등포구 당산동
12803	26.3	4	   6	삼익플라주	영등포구 당산동4가
12804	26.3	4	   6	어반힐	영등포구 양평동1가
12805	26.3	4	   6	태승훼밀리	영등포구 양평동3가
12806	26.3	4	   6	에이스리버티움	영등포구 양평동4가
12807	26.3	4	   6	근상프리즘	영등포구 영등포동7가
12808	26.3	4	   6	더포엠2	유성구 도룡동
12809	26.3	4	   6	인우(281-236)	은평구 갈현동
12810	26.3	4	   6	플라잉캐슬	은평구 갈현동
12811	26.3	4	   6	한성산장	은평구 구산동
12812	26.3	4	   6	신우아파트	은평구 불광동
12813	26.3	4	   6	하늘애	은평구 역촌동
12814	26.3	4	   6	벧엘블레스빌	은평구 응암동
12815	26.3	4	   6	숭인상가	종로구 숭인동
12816	26.3	4	   6	신문로맨션	종로구 신문로1가
12817	26.3	4	   6	월드리치빌	중구 답동
12818	26.3	4	   6	금성	중구 부평동2가
12819	26.3	4	   6	나누리	중구 삼덕동2가
12820	26.3	4	   6	삼환크리스탈	중구 약사동
12821	26.3	4	   6	청운아파트1동	중구 영주동
12822	26.3	4	   6	청우학성맨션	중구 학성동
12823	26.3	4	   6	한일써너스빌리젠시1단지(101동)	중랑구 망우동
12824	26.3	4	   6	달맞이아르미안	해운대구 중동
12825	26.2	4	   5	SM해그린12차	강동구 길동
12826	26.2	4	   5	명일동다성이즈빌아파트	강동구 명일동
12827	26.2	4	   5	광남캐스빌(435-7)	강동구 성내동
12828	26.2	4	   5	중명	강동구 성내동
12829	26.2	4	   5	태승훼미리3차	강서구 내발산동
12830	26.2	4	   5	보람더하임105동	강서구 염창동
12831	26.2	4	   5	강서그랜드아이파크주상복합	강서구 화곡동
12832	26.2	4	   5	서림골드	강서구 화곡동
12833	26.2	4	   5	성재	강서구 화곡동
12834	26.2	4	   5	승윤노블리안	강서구 화곡동
12835	26.2	4	   5	우영	강서구 화곡동
12836	26.2	4	   5	프라임하우스(916-9)	강서구 화곡동
12837	26.2	4	   5	화곡6차보람쉬움	강서구 화곡동
12838	26.2	4	   5	관악캐스빌	관악구 봉천동
12839	26.2	4	   5	산장그린	관악구 신림동
12840	26.2	4	   5	에셀비전21	관악구 신림동
12841	26.2	4	   5	윤정	관악구 신림동
12842	26.2	4	   5	(744-3)	구로구 구로동
12843	26.2	4	   5	한일퍼스트빌(415-37)	구로구 구로동
12844	26.2	4	   5	한백힐	구로구 오류동
12845	26.2	4	   5	아름베스트빌4차	금정구 구서동
12846	26.2	4	   5	석산7	금정구 남산동
12847	26.2	4	   5	위클라우드16차	금정구 부곡동
12848	26.2	4	   5	용진마이스터	금정구 장전동
12849	26.2	4	   5	지우센텀	기장군 기장읍 대라리
12850	26.2	4	   5	현우팰리스	남구 대명동
12851	26.2	4	   5	대원맨션	남구 문현동
12852	26.2	4	   5	광명1	남구 방림동
12853	26.2	4	   5	모란빌라	남구 신정동
12854	26.2	4	   5	고려	남구 야음동
12855	26.2	4	   5	대공원롯데인벤스가2단지	남구 옥동
12856	26.2	4	   5	가람빌리지	남구 용호동
12857	26.2	4	   5	금산	남구 용호동
12858	26.2	4	   5	영신맨션	남구 용호동
12859	26.2	4	   5	석천	남구 우암동
12860	26.2	4	   5	삼능스페이스향	노원구 월계동
12861	26.2	4	   5	정진아트리움	노원구 중계동
12862	26.2	4	   5	성당제림하이츠106	달서구 성당동
12863	26.2	4	   5	초원그랜드빌	달서구 이곡동
12864	26.2	4	   5	월송(가동)	달서구 진천동
